PRIMARY_CAT,REL_CAT,COOC,SENTIMENT
Poultry,Tidiness,191,-0.804661716
Christmas,Express Lanes,45,-0.978723404
Bathroom,Store Quality,257,-0.453244275
Expectations,Attitude,2661,0.127415765
Pork,Variety,638,-0.560483871
Print,Discounts,159,0.125739645
Helpfulness,Auto Service,216,-0.243283991
Bread,Business Hours,45,-0.607407407
Self-Checkout,Computers,596,-1.099736201
Oil & Fluids,Pricing/Value,405,0.183314732
Christmas,Staff Appearance,53,-0.285377358
Cakes,Style/Design,462,-0.290712851
Bagging,Litter,22,-0.755208333
,,,
Condition,Expectations,43,0.069767442
Variety,Periodicals,560,0.048741468
Toiletries,Store Quality,57,0.2125
Shopping Efficiency,Seafood,82,0.991666667
Salad Dressing,Room to Shop,28,-1.364583333
Coupons,Liability,80,-0.762705761
Body Care,Tidiness,158,-0.901627219
Toiletries,Discounts,26,0.455357143
,,,
Sufficient Space,Dishes,23,-0.586956522
Eye Center Department,Features/Functionality,13,0.903846154
Greeting,Crackers,20,0
Returns,Halloween,19,0
Quality/Reliability,Hand Tools,20,-0.7625
Seafood,Knowledge,160,-0.280505952
Business Hours,DVD,15,-0.573529412
Oral Care,In-Store Navigation,64,-0.75
Ice Cream & Novelties,Knowledge,48,-0.62
Attitude,Soup,87,0.584722222
On Display,Willingness to Recommend,99,-0.659090909
Cleanliness,Cell Phones,48,-0.5825
Pasta & Noodles,Store Quality,80,-0.393518519
,,,
Business Hours,Beef,17,-0.5875
Vaccines,Attitude,14,-0.7
Ice Cream & Novelties,Size,15,-0.133333333
Sufficient Floor Staff,Nails,12,-0.9375
Knowledge,Soup,21,-0.641304348
,,,
"Jam, Jelly & Preserves",Store Location,18,-1.473684211
,,,
,,,
,,,
Eye Center Department,Restrooms General,28,0.314732143
,,,
Self-Checkout,Eye Center Department,32,-0.628676471
,,,
,,,
In-Store Advertising,Pharmacy Department,20,-1.482954545
,,,
Quality of Staff,Grains & Rice,29,0.023706897
Gasoline,Odor,17,-0.868421053
Knowledge,Litter,20,-0.1875
Canned Proteins,Helpfulness,12,-0.854166667
Noise,Auto Electronics,14,-1.821428571
,,,
,,,
,,,
New Merchandise,Liability,11,-0.886363636
Receipt & Payment,Eye Center Department,13,-0.946428571
,,,
,,,
,,,
Greeting,Bottoms,10,-0.958333333
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Frozen Meals,In-Store Navigation,11,-1.772727273
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Product Availability,Deciding Factors,3475,-1.060460206
Room to Shop,Other Competitors,326,-0.709821429
Receipt & Payment,Concerns,102,-1.144318182
Bagging,Fruit,643,-0.70941337
Loyalty,Store Quality,1030,0.787859462
Hair Care,In-Store Navigation,127,-0.577702703
Finding Help,Storage,1392,0.105137865
Above & Beyond,Bakery Department,49,1.1225
Beef,Store Quality,473,-0.557585247
Returns,Lighting & Fans,50,-0.986111111
Cameras & Camcorders,Finding Items,67,-0.144927536
Variety,Fruit & Nuts,553,-0.580042017
DVD,Listening,34,1.271428571
Poultry,Sufficient Registers,287,-0.796910431
,,,
Reputation,Size,16,-0.166666667
Computers,Store Location,104,-0.668452381
Fertilizer & Soil,Speed of Service,91,-0.988157895
Hunting,Checkout Wait Time,187,-0.809801382
Liability,Business Hours,58,-1.81779661
Attitude,Food & Formula,72,0.150684932
Helpfulness,Nails,23,-0.239130435
Variety,Miscellaneous Automotive Parts,72,-0.427631579
,,,
Size,Deli Department,46,-0.8125
Sufficient Floor Staff,DVD,85,-0.910714286
Tidiness,Pillows,40,-1.173780488
Tools,Cleanliness,120,-0.682926829
Cakes,Sufficient Registers,102,-0.742924528
Tools,Quality/Reliability,45,-0.34929078
Variety,Computer Software,28,-0.982142857
Style/Design,Home Audio & Theater,96,-0.368686869
Willingness to Recommend,Communication Skills,48,-0.040865385
Photo Center General,In-Store Navigation,99,-1.095753205
,,,
,,,
Cakes,Samples and Testers,17,0.699074074
Room to Shop,Cookies,92,-1.354166667
,,,
Returns,Frozen Meals,20,-0.656746032
,,,
Toys,Store Quality,27,-0.660714286
Grains & Rice,Finding Help,25,-0.56
Calendars,Attitude,23,-0.645833333
Cart Availability,Fertilizer & Soil,19,-1.339285714
Tidiness,Grains & Rice,33,-0.614285714
,,,
,,,
Games,Attitude,13,-0.615384615
On Display,Gasoline,25,-1.22
,,,
Skin Care,Quality/Reliability,40,-0.713414634
,,,
,,,
Pricing/Value,Tennis & Racquet,30,0.173611111
Chips & Pretzels,Express Lanes,11,-1.090909091
,,,
,,,
Self-Checkout,Feet,12,-1.160714286
,,,
Design,Pillows,10,0.818181818
,,,
,,,
,,,
,,,
,,,
,,,
Belts,Store Quality,22,-0.163043478
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Attitude,TV & Video,656,0.325322729
Dishes,Product Availability,626,-0.715986395
Promotions,Room to Shop,4478,-0.760115809
Attitude,Undergarments,33,0.121710526
Liability,Room to Shop,579,-1.916633545
Self-Checkout,Measures,19,-1.526315789
Checkout Wait Time,Promotions,1869,-0.69853569
Fruit,Attitude,1358,-0.334448112
Helpfulness,Non-Actionable,1214,1.402412281
Prescription,Quality/Reliability,344,-0.867055085
Design,Deciding Factors,36,-0.336805556
Seafood,Store Quality,524,-0.237908195
Quality/Reliability,Prescription,344,-1.171754499
Cart Availability,Liability,71,-1.215277778
Style/Design,Food,580,-0.69018283
Checkout Wait Time,Hair Care,88,-0.884722222
Coupons,Loyalty,52,-0.245192308
Bagging,Kitchen,145,-0.781456954
Receipt & Payment,Other Produce,189,-1.092546064
Kitchen,Cart Quality,33,-1.022569444
Non-Actionable,Above & Beyond,113,0.015486726
,,,
Ice Cream & Novelties,Store Quality,254,-0.366602067
Frozen Vegetables,Shopping Efficiency,26,0.701923077
Fertilizer & Soil,Finding Help,109,-0.686965812
Receipt & Payment,Spices,12,0.125
Freezer Department,Lighting,11,-0.409090909
Style/Design,Loyalty,177,0.027234637
Sufficient Registers,Mixes & Fillings,31,-1.451612903
Kitchen,Finding Items,167,-0.755586592
Refunds,Milk & Cream,25,-1.155172414
Layout Consistency,Kitchen,15,-1.90625
,,,
Beef,Coupons,23,-0.668269231
Price Matching,Poultry,41,-0.143410853
Vegetable,Cart Quality,111,-0.5703125
Cart Availability,Books,30,-1.1171875
Design,Bakery Department,21,-0.420454545
Floor Coverings,Room to Shop,20,-0.9625
Hunting,Restrooms General,49,-0.790816327
Paper,Speed of Service,38,-1.1125
,,,
Dairy Department,Communication Skills,27,-0.466145833
Helpfulness,Miscellaneous Automotive Parts,30,0.176470588
Bagging,Office Supplies,15,-0.6640625
,,,
New Merchandise,Live Plants & Goods,33,0.84375
Finding Items,Frozen Meats & Seafood,86,-1.001436782
,,,
,,,
,,,
Fruit,Condition,26,-0.740384615
Condiments,Finding Help,27,-0.566964286
,,,
Web,Knowledge,19,-0.5
Tools,Toilets,15,-0.6
,,,
,,,
,,,
,,,
In-Store Navigation,Fishing & Marine,20,-0.3625
,,,
,,,
Cameras & Camcorders,Cleanliness,18,-0.569444444
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Sports,Above & Beyond,79,0.746875
Quality/Reliability,Butter,54,-0.321759259
Purses,Style/Design,69,-0.438333333
Variety,Home Audio & Theater,156,-0.497699387
Pastries,Product Availability,441,-0.673740672
Dishes,Variety,342,-0.50257732
Quality/Reliability,Crafting,593,-0.572558594
Bread,Sufficient Registers,527,-0.902726996
Sufficient Registers,Tools,52,-1.299528302
Print,Restrooms General,12,-0.708333333
Eggs,Condition,10,-0.9375
Dry Ingredients,Quality of Staff,43,-0.271276596
Tidiness,Poultry,191,-1.080176768
Style/Design,TV,123,-0.420247396
Bikes & Riding Toys,Attitude,176,-0.26888369
Pricing/Value,Eye Care,78,0.070436508
Gasoline,Finding Help,50,-0.568627451
Knowledge,DVD,121,-0.183653846
Rings,Staff Appearance,12,0.083333333
,,,
Expectations,Bagging,143,-0.534539474
Print,Quality of Staff,87,-0.326149425
Knowledge,Green Movement,115,-0.551652893
Bikes & Riding Toys,On Display,149,-0.62962963
Cleanliness,Body Care,80,-0.24691358
Product Availability,Measures,92,-1.215126812
Pricing/Value,Toys,68,0.564583333
New Merchandise,Green Movement,47,-0.59375
Friendliness,Paper,18,-1.3375
Tidiness,Other Accessories,104,-1.00102459
Store Quality,Games,27,-0.074074074
Store Location,Beef,36,0.0375
Gifts,Store Quality,35,-0.229166667
Cleanliness,Crafting,81,0.305722892
,,,
,,,
,,,
Target,Ease of Parking,50,-0.3225
,,,
Word of Mouth,Quality of Staff,13,1.048076923
Measures,Checkout Wait Time,28,-0.991666667
Cart Availability,Cell Phones,14,-1.125
Sufficient Floor Staff,Hats,12,-1.020833333
Atmosphere,TV & Video,29,-0.849137931
,,,
New Merchandise,Chips & Pretzels,49,-1.015306122
Features/Functionality,DVD,37,-0.397435897
,,,
Water,Finding Help,37,-0.700657895
Store Quality,Linens,12,0.546875
Frozen Fruit,Tidiness,13,-1.115384615
Room to Shop,Tires,39,-1.407051282
Green Movement,Odor,18,-0.493421053
Gifts,Room to Shop,23,-0.875
Coupons,Condiments,24,-0.52
Accessories,Greeting,12,-0.5625
Lighting,Deli Department,24,-1.5
Exchanges,Promotions,49,-0.401442308
,,,
iPods & MP3 Players,Finding Help,33,-0.555555556
Discounts,Drapery,16,0.972222222
,,,
Store Quality,Prepaid,17,0.845588235
Sufficient Floor Staff,Cookies,24,-1.36
,,,
,,,
,,,
Self-Checkout,Kitchen,21,-0.465909091
,,,
Measures,On Display,16,-1.203125
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Reputation,Features/Functionality,14,-0.821428571
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Laundry,On Display,34,-1.052631579
Christmas,Finding Items,624,-0.252730109
Quality of Staff,Tires,250,-0.421075085
Discounts,TV & Video,391,1.100887813
Quality of Staff,Freezer Department,120,0.370833333
Prescription,Knowledge,386,-0.453481013
Finding Help,Target,652,-0.38442029
Handicap Ready,Above & Beyond,108,-0.011850153
Product Availability,Valentines,167,-0.835195531
Crackers,Product Availability,1144,-0.714961496
,,,
Willingness to Recommend,Quality of Staff,735,0.338016796
Handicap Ready,Features/Functionality,407,-0.914340615
Fabric,Finding Help,881,-0.913411458
Tires,Helpfulness,257,-0.567121212
Other OTC Meds,Style/Design,153,-0.754573171
Seafood,Finding Help,412,-0.825627854
Liability,Self-Checkout,51,-1.221698113
Tops,Store Quality,89,-0.37757732
Candy,Cart Quality,38,-0.819767442
Warranty,Honesty / Trust,19,0.0625
Sufficient Registers,Liability,278,-1.308928571
Receipt & Payment,Handicap Ready,95,-1.136479592
,,,
Pharmacy Department,Staff Appearance,186,-0.293772163
Noise,Honesty / Trust,16,-1.0625
Print,Receipt & Payment,10,-0.65
Style/Design,Cheese,750,-0.631545436
Sufficient Registers,Belts,32,-1.072916667
Candy,Quality/Reliability,102,-0.438701923
Finding Items,Live Plants & Goods,193,-0.119158879
Store Location,Candy,44,-0.244897959
Features/Functionality,Gasoline,32,-0.095588235
Seafood,Shopping Efficiency,82,0.25304878
Bagging,Other Accessories,57,-0.4
Litter,Cleanliness,27,-1.183035714
,,,
Self-Checkout,Office Supplies,27,-1.13362069
Liability,Above & Beyond,10,-0.5
Watering & Irrigation,Room to Shop,15,-1.4375
Mixes & Fillings,Tidiness,15,-1.022058824
,,,
,,,
Cookies,Coupons,26,-0.185714286
,,,
,,,
Attitude,Bedding,81,0.347891566
Belts,Friendliness,11,-0.767857143
Quality/Reliability,Exercise & Fitness,15,-0.583333333
,,,
Cleanliness,Nails,43,-0.709302326
,,,
Fruit & Nuts,Cleanliness,24,-0.520833333
Bread,Exchanges,18,-0.39375
Odor,Tires,17,-1.097222222
,,,
Sports,Express Lanes,15,-0.2
,,,
Undergarments,Cart Availability,10,-1
Cookies,Noise,12,-0.663461538
Crackers,Bagging,21,-1.413043478
Checkout Wait Time,Gifts,13,-1.269230769
,,,
,,,
,,,
Garden Center General,Condition,16,-1.171875
Necklaces,Attitude,10,-0.15
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Sufficient Floor Staff,Prescription,559,-1.094980588
Returns,Deciding Factors,545,-1.077489375
On Display,Office Supplies,55,-0.409836066
Speed of Service,Hunting,683,-1.174378606
Speed of Service,Beef,143,-1.070205479
,,,
Christmas,Self-Checkout,151,-0.62265625
,,,
Prescription,Bagging,58,-1.25
On Display,Pharmacy Department,596,-0.926934287
Staff Appearance,Deli Department,131,-0.722902098
Returns,Injury,75,-1.16
Deli Department,Returns,162,-0.970655488
Tidiness,Deciding Factors,453,-1.13674743
As Advertised,Print,283,-1.323805461
Honesty / Trust,Atmosphere,40,0.791158537
Shopping Efficiency,Christmas,327,1.110820896
DVD,Store Quality,316,0.007876016
Pharmacy Department,Atmosphere,118,0.492997199
Honesty / Trust,Style/Design,296,-0.566082803
Glasses & Frames,Store Quality,97,0.435625
Discounts,Hunting,182,1.054651163
Vegetable,Refunds,56,-0.703869048
Prescription,Store Pickup,67,-0.244402985
Business Hours,Liability,58,-0.733050847
Appliances,Product Availability,607,-0.777786591
Discounts,Crackers,18,0.583333333
Returns,TV & Video,172,-0.596354167
Fruit & Nuts,Sufficient Registers,103,-0.9296875
Finding Items,Liability,70,-0.813356164
Speed of Service,Tools,60,-0.922222222
Returns,Eye Center Department,85,0.343406593
Halloween,Greeting,19,-0.214285714
Service Plans,Checkout Wait Time,16,-1.117647059
Returns,Periodicals,20,-0.827380952
"Beer, Wine & Spirits",Restrooms General,34,-0.819444444
Other Accessories,Greeting,43,-0.39893617
Pharmacy Department,Design,100,-0.310643564
Insect & Pest Control,Variety,26,-1.108870968
,,,
Room to Shop,Easter,73,-1.480833333
Restrooms General,Meats,25,-0.705
Oil & Fluids,Style/Design,58,-0.537356322
,,,
Chips & Pretzels,Layout Consistency,28,-0.956896552
,,,
,,,
Outdoors & Recreation,Pricing/Value,11,-0.791666667
Pasta & Noodles,Tidiness,44,-0.647222222
Promotions,Store Pickup,39,-0.578125
,,,
Tires,Communication Skills,12,-0.3125
,,,
Self-Checkout,Lips,10,-0.875
,,,
,,,
,,,
Noise,Bikes & Riding Toys,15,-1.5703125
,,,
,,,
,,,
As Advertised,Bread,14,-1.1
Greeting,Fertilizer & Soil,16,0.09375
,,,
Quality of Staff,Watering & Irrigation,14,-0.459821429
Quality/Reliability,Patio,24,0.03
Sufficient Registers,Blu Ray,16,-0.911764706
,,,
,,,
,,,
,,,
,,,
,,,
Candy,Sufficient Space,12,-0.583333333
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Business Hours,Promotions,214,-0.144597458
Store Quality,Other Produce,5986,-0.213170648
Product Availability,Promotions,10418,-0.76074184
Target,Quality/Reliability,792,0.028457039
,,,
Drapery,Helpfulness,70,-1.101351351
Helpfulness,Other Produce,2283,0.102106088
Sufficient Floor Staff,Promotions,1254,-0.797653257
Candy,Pricing/Value,773,-0.330734865
Frozen Vegetables,In-Store Navigation,23,-0.87
Pricing/Value,Kitchen,740,-0.305770887
Self-Checkout,Literature,99,-1.285353535
Salad Dressing,Finding Items,76,-0.668831169
,,,
Helpfulness,Fragrances,67,-0.459507042
Pricing/Value,Sunglasses,82,-0.110955056
Storage,Discounts,441,1.161345
Financing,TV & Video,120,-0.467039801
Checkout Wait Time,Juices & Sport Drinks,95,-1.06122449
Product Availability,Grill,261,-0.955252347
Shopping Efficiency,Expectations,444,1.136160714
Discounts,Butter,20,0.261904762
Eggs,Knowledge,92,-0.855670103
Live Plants & Goods,Knowledge,135,-0.381594724
Target,Express Lanes,30,-0.072580645
Furniture,Speed of Service,106,-0.888513514
"iPad, Tablets & eReaders",Speed of Service,89,-1.050271739
Sunglasses,Tidiness,26,-1.133333333
Store Location,Willingness to Recommend,100,0.31
Finding Items,Dry Ingredients,119,-0.927419355
Skin Care,Discounts,31,0.272727273
Self-Checkout,Food,109,-0.654842342
Fruit & Nuts,Self-Checkout,22,-0.738636364
Golf,Store Quality,18,0.402777778
,,,
,,,
Business Hours,Hunting,41,-0.658653846
Atmosphere,Coffee & Tea,25,-0.585
Speed of Service,Frozen Bakery,17,-1.580882353
Noise,Pharmacy Department,163,-1.701157407
Other Competitors,Noise,44,-0.167517007
Syrups,Finding Help,11,-0.636363636
Helpfulness,Scarves,12,0.729166667
Returns,Green Movement,101,-0.552752294
,,,
Yogurt,Coupons,42,-0.325396825
Ease of Checkout,Green Movement,20,-0.9625
Exercise & Fitness,Pricing/Value,60,0.117753623
Sufficient Floor Staff,iPods & MP3 Players,16,-0.6953125
Business Hours,Willingness to Recommend,50,-0.385
Green Movement,Staff Appearance,24,-0.71875
,,,
Sufficient Registers,Service Plans,15,-1
Attitude,False Advertising,27,-1.263888889
,,,
,,,
,,,
Product Availability,Weed & Fungus Control,25,-1.189903846
Coupons,Freezer Department,28,-0.526785714
Other Produce,Renovations,37,-0.27027027
Cleanliness,Condiments,16,-0.2578125
,,,
Utilities,Friendliness,26,-0.125
Beef,Ease of Checkout,14,-1.357142857
"Beer, Wine & Spirits",Communication Skills,15,-1.033333333
Knowledge,Frozen Meats & Seafood,22,-1.136363636
Speed of Service,Watering & Irrigation,17,-1.128289474
,,,
,,,
,,,
Finding Items,False Advertising,11,-0.522727273
,,,
Salad Dressing,Sufficient Floor Staff,15,-0.828125
,,,
Cart Availability,Feet,10,-0.545454545
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Pricing/Value,Non-Actionable,1679,0.84883462
Eye Center Department,Tidiness,104,0.665540541
Product Availability,Halloween,326,-0.791057505
Pharmacy Department,Shopping Efficiency,904,0.876924819
Storage,Finding Help,1392,0.70498531
Computers,Product Availability,2997,-0.771299073
Accessories,Quality/Reliability,143,-0.827235772
Purses,Product Availability,74,-0.491071429
Loyalty,Variety,1060,0.747958959
Eye Center Department,Quality/Reliability,132,0.210616438
In-Store Navigation,Eggs,73,-1.021577381
Liability,Store Quality,380,-1.349519231
Christmas,Returns,332,-0.703542781
Friendliness,Food,252,-0.161920849
Milk & Cream,Ease of Checkout,71,-0.899647887
Quality/Reliability,Games,11,-1.541666667
Ease of Parking,Vegetable,25,-0.795
Store Location,Food,162,-0.69047619
Product Availability,Camping,381,-0.504795792
Other OTC Meds,Pricing/Value,315,-0.0355494
Attitude,Reputation,465,0.150546159
Sufficient Floor Staff,Garden Center General,369,-1.226583113
Bagging,Yogurt,39,-0.53125
Receipt & Payment,Target,98,-0.670560748
Restrooms General,Paint & Primer,38,-0.539473684
Self-Checkout,Ice Cream & Novelties,62,-0.678846154
Friendliness,Vegetable,497,0.293028846
"Battery, Engine, Transmission",Finding Help,23,-0.583333333
Friendliness,Fertilizer & Soil,29,0.633064516
,,,
Restrooms General,Cakes,15,-0.859375
Toiletries,Quality/Reliability,21,-0.511363636
Deli Department,Features/Functionality,64,-0.149088542
Seafood,Atmosphere,25,-0.455
Milk & Cream,Bagging,205,-0.809235791
Cigarettes,Pricing/Value,146,-0.703373016
Wall Hangings,Cart Availability,11,-0.431818182
,,,
Paint & Primer,Atmosphere,24,0.208333333
Laundry,Finding Items,111,-0.611842105
Yogurt,Speed of Service,88,-0.798913043
,,,
Room to Shop,Litter,87,-1.544354839
Candy,Finding Help,88,-0.675271739
Variety,Game Room,22,-0.735576923
Laundry,Attitude,112,-0.370901639
,,,
Room to Shop,Grill,42,-1.568387681
"iPad, Tablets & eReaders",Room to Shop,26,-1.046296296
Blu Ray,On Display,55,-0.565972222
Fitting Rooms,Handicap Ready,36,-0.93902439
On Display,Bottoms,46,-1.117346939
,,,
,,,
Helpfulness,Watering & Irrigation,32,-0.307142857
Business Hours,TV & Video,22,-0.537037037
Store Location,Freezer Department,22,0.375
Concerns,Floor,30,-1.547916667
,,,
,,,
,,,
,,,
Communication Skills,Glasses & Frames,13,0.733333333
,,,
Cleanliness,Video Games,13,0.163461538
,,,
,,,
Service Plans,Sufficient Floor Staff,15,-0.633333333
Storage,Exchanges,11,-0.479166667
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Attitude,Amazon,15,-0.458333333
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Meats,Product Availability,734,-0.89280303
Pharmacy Department,Speed of Service,4119,-0.485530515
Milk & Cream,Store Quality,1506,-0.525190369
Pricing/Value,Milk & Cream,6546,-0.478646047
Frozen Meals,Variety,719,-0.197256098
Knowledge,Promotions,1373,-0.439172852
Helpfulness,Cigarettes,38,-0.595930233
Product Availability,Live Plants & Goods,1282,-0.475214777
Liability,Attitude,650,-1.148122392
Vegetable,Room to Shop,591,-0.766666667
Camping,Product Availability,381,-0.38875969
Renovations,Prescription,14,-1.0703125
Computers,Receipt & Payment,152,-1.018081761
,,,
Glasses & Frames,Quality/Reliability,369,-0.492871486
Speed of Service,Green Movement,253,-0.848998092
Pricing/Value,Grill,249,-0.50973236
Patio,Quality/Reliability,24,0.92
Injury,Sufficient Floor Staff,123,-1.155
Green Movement,Cart Quality,44,-0.539772727
,,,
Pricing/Value,Wall Hangings,318,0.105567227
Helpfulness,Hand Tools,15,-0.40625
Watering & Irrigation,Variety,84,-0.673387097
Knowledge,Auto Service,74,-0.58306962
,,,
Oil & Fluids,Variety,217,-0.656295488
,,,
Cakes,Friendliness,110,-0.256268437
Finding Help,Soft Drinks,183,-1.025773196
Ease of Parking,Pharmacy Department,144,-0.619496855
Staff Appearance,Measures,10,-0.85
Listening,Expectations,38,-0.440789474
,,,
,,,
TV,Quality of Staff,51,-0.29245283
Friendliness,Toiletries,13,0.384615385
Liability,Layout Consistency,37,-1.682432432
"iPad, Tablets & eReaders",Friendliness,32,-0.371212121
Tidiness,Toiletries,48,-0.979166667
Milk & Cream,Sufficient Space,29,-0.633333333
Fragrances,Helpfulness,67,-0.413851351
Other Accessories,Sufficient Floor Staff,18,-1.131578947
Sports,Store Pickup,18,-0.729166667
Tidiness,TV,45,-0.975
Discounts,Hats,11,1.545454545
,,,
Injury,Heating/Cooling,14,-0.983333333
,,,
Body Care,Sufficient Floor Staff,26,-0.703703704
Receipt & Payment,Other Accessories,33,-0.357142857
Oral Care,Returns,27,-1
Web,Style/Design,20,0.075
,,,
Peanut Butter,Bagging,14,-0.516666667
,,,
,,,
Oral Care,Quality/Reliability,36,-0.768640351
,,,
Heating/Cooling,"Beer, Wine & Spirits",21,-1.274193548
Condiments,Bagging,22,-0.293478261
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Bedding,Returns,36,-0.223684211
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Product Availability,Food,6755,-1.02526857
Coupons,Salad Dressing,37,-0.045940171
Vegetable,Quality/Reliability,2638,-0.538040894
Knowledge,Cell Phones,366,-0.143651832
Christmas,Atmosphere,126,0.101923077
Pricing/Value,Nails,137,0.219114219
Pricing/Value,Condiments,343,-0.380454968
Finding Items,Fruit & Nuts,178,-0.603940217
Fabric,On Display,58,-0.225574713
Vegetable,In-Store Navigation,326,-0.494340077
Non-Actionable,Helpfulness,1214,0.007744241
Product Availability,Fragrances,229,-0.893333333
Finding Help,Deli Department,1427,-1.179190446
Receipt & Payment,Food,45,-0.875
Product Availability,Peanut Butter,548,-1.006294326
Sufficient Registers,Non-Actionable,397,-0.454739583
Attitude,Books,246,0.207934227
Discounts,Bakery Department,322,-0.162390029
Appliances,Store Quality,87,-0.589583333
Price Matching,Honesty / Trust,166,-0.769723866
Poultry,Self-Checkout,64,-0.583333333
Dairy Department,Checkout Wait Time,213,-0.67887931
Helpfulness,Prepared Foods,112,-0.510869565
Service Plans,Variety,49,-0.813636364
Coffee & Tea,Quality/Reliability,238,-0.545046854
Helpfulness,Literature,70,-0.672535211
Eggs,Helpfulness,121,-0.59755291
Ease of Checkout,Injury,137,-2.103873239
Returns,Soft Drinks,149,-0.769171779
Reputation,Cleanliness,103,0.122663551
Fragrances,Pricing/Value,177,0.331730769
Seafood,Features/Functionality,62,-0.153225806
Prepaid,Helpfulness,40,-0.095238095
Store Location,Soup,17,-0.529411765
Sufficient Registers,Measures,69,-1.00625
,,,
Variety,Spray Paint,47,-0.841836735
,,,
,,,
Fruit & Nuts,On Display,70,-0.174242424
Hair Care,Helpfulness,95,-0.454896907
Finding Items,Fabric,148,-0.679347826
Layout Consistency,Seafood,15,-1.070833333
Store Location,CDs,12,-0.567307692
Pasta & Noodles,Checkout Wait Time,22,-0.858695652
,,,
Business Hours,Milk & Cream,66,-0.579861111
,,,
Deciding Factors,Staff Appearance,66,-1.065298507
Deciding Factors,Exchanges,63,-1.15942029
Dairy Department,Returns,81,-0.762640449
Pastries,Quality/Reliability,58,-0.140710383
Features/Functionality,Yogurt,16,-0.092105263
CDs,In-Store Navigation,30,-0.6875
,,,
Liability,Cart Availability,71,-1.530821918
DVD,Communication Skills,11,-0.442307692
,,,
,,,
Speed of Service,Lighting & Fans,49,-0.834821429
Bagging,Dishes,15,-0.404411765
Cheese,Cart Availability,27,-1.101851852
,,,
,,,
Video Games,Sufficient Registers,56,-1.013157895
,,,
,,,
,,,
Spray Paint,Attitude,23,-0.326086957
Ease of Parking,Computers,12,-0.354166667
,,,
,,,
,,,
,,,
In-Store Navigation,Oil & Fluids,25,-0.425925926
,,,
Restrooms General,Halloween,12,-1.333333333
,,,
Periodicals,Helpfulness,64,-0.375
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Checkout Wait Time,Pharmacy Department,4694,-1.24569378
Variety,Seafood,3219,-0.42618851
Sufficient Registers,Hats,36,-1.118055556
Dry Ingredients,Pricing/Value,365,-0.33959695
Fabric,Quality of Staff,345,-0.449496723
On Display,Other Produce,2413,-0.34358047
Tidiness,Bedding,98,-1.023584906
Attitude,Cameras & Camcorders,231,0.070075758
Food & Formula,Checkout Wait Time,58,-1.131147541
Store Quality,Computers,845,-0.012274266
Layout Consistency,Storage,223,-0.491847826
Cart Availability,Other Produce,460,-1.190200617
,,,
TV & Video,Features/Functionality,76,-0.207291667
As Advertised,"iPad, Tablets & eReaders",13,-1.571428571
Finding Help,Prepared Foods,84,-1.079411765
Discounts,Appliances,23,0.260416667
Dairy Department,Cleanliness,238,-0.459528689
,,,
Spices,Quality/Reliability,190,-0.772727273
,,,
Variety,Other OTC Meds,189,-0.594871795
Utilities,Store Quality,71,-0.636986301
Other Chemicals,Room to Shop,48,-1.233173077
New Merchandise,Loyalty,28,0.446428571
Speed of Service,Frozen Vegetables,30,-1.245833333
Cart Availability,Honesty / Trust,27,-1.157407407
Feelings,Style/Design,49,0.139705882
Finding Items,Miscellaneous Automotive Parts,24,-0.48
